id,No_voie,type_de_voie,voie,surface_carrez,type_local,surface_reelle,nombre_pieces_principales,departement
392,7263.0,RES,LA PETITE OURSE 2,"26,41",Appartement,26,1,4
393,28.0,RUE,DE L HUBAC,"54,79",Appartement,54,4,4
394,,RES,L EDELWEISS,"42,72",Appartement,45,2,4
395,16.0,AV,SAINT PROMASSE,"45,2",Appartement,50,2,4
396,9491.0,CHE,DU LAC,"44,24",Appartement,45,2,4
397,20.0,RUE,DE LA REPUBLIQUE,"41,7",Appartement,15,1,4
398,7.0,RUE,GRENETTE,"46,21",Appartement,50,2,4
399,12.0,RUE,LOUIS ANDRIEUX,"64,99",Appartement,63,3,4
400,156.0,RUE,PIERRE MAITRE,"97,07",Maison,87,4,4
401,7024.0,,LES HAUTES PLAINES,"27,5",Appartement,27,1,4
402,3.0,RLE,DES PRISONS,"54,64",Appartement,56,3,4
403,16.0,RUE,DE L ARMISTICE,"44,2",Appartement,52,2,4
404,7197.0,RES,LE SCHUSS 3,"16,61",Appartement,17,1,4
405,10.0,AV,MARCEL ANDRE,"46,42",Appartement,47,2,4
406,7089.0,AV,REINE DES ALPES,"25,44",Appartement,26,2,4
407,7199.0,,LE SEIGNUS BAS,"17,31",Appartement,18,1,4
408,7.0,PL,GENERAL DE GAULLE,"22,9",Appartement,39,1,4
409,7464.0,,STATION DU GRAND PUY,"46,93",Appartement,30,2,4
410,8.0,CHE,DES PASQUIERS,"38,9",Appartement,40,2,4
411,5249.0,PL,DU FOUR,"152,65",Appartement,110,5,4
412,5031.0,,LE VILLAGE,"36,42",Appartement,40,1,4
413,5169.0,,LE VILLAGE,"25,95",Appartement,38,1,4
414,30.0,BD,CHARLES DE GAULLE,"53,81",Appartement,53,2,4
415,,RES,LA TOVIERE,30,Appartement,31,1,4
416,7076.0,RES,LES MELEZES ROI SOLEIL,"24,89",Appartement,25,2,4
417,7076.0,RES,LES MELEZES ROI SOLEIL,"45,22",Appartement,38,3,4
418,7076.0,RES,LES MELEZES ROI SOLEIL,"22,92",Appartement,23,1,4
419,7112.0,,LES AUCHES,"11,43",Appartement,15,1,4
420,3.0,RUE,TRAVERSIERE,"16,81",Appartement,18,1,4
421,9001.0,,LA LUQUECE,"68,19",Appartement,66,4,4
422,70.0,AV,JEAN GIONO,"59,5",Appartement,63,3,4
423,7199.0,,LE SEIGNUS BAS,"28,4",Appartement,20,2,4
424,35.0,RUE,DU MITAN,"18,26",Appartement,20,1,4
425,5135.0,RUE,DE COCODY,"28,9",Maison,63,3,4
426,,RES,LA SAPINIERE,"25,9",Appartement,25,1,4
427,7037.0,,LES PLAINES,30,Appartement,28,1,4
428,,RES,LA ROCHAILLE,"29,85",Appartement,29,1,4
429,28.0,,LE PONT,"21,71",Maison,32,2,4
430,8.0,CRS,DU TRIBUNAL,"69,7",Appartement,66,4,4
431,103.0,BD,GASSENDI,"60,28",Appartement,62,3,4
432,53.0,BD,ELEMIR BOURGES,"75,3",Appartement,75,3,4
433,7073.0,,PONT DE LABRAU,"26,09",Appartement,26,1,4
434,3.0,CHE,DE VILLEVIEILLE,"64,96",Appartement,46,2,4
435,7052.0,,LES AUCHES,"17,6",Appartement,17,1,4
436,6103.0,,LES CHABRANDS,"119,9",Maison,121,4,4
437,7245.0,,LE CLOS DE L EDEN,"36,24",Appartement,38,2,4
438,5028.0,CHE,DE STE ANNETTE,"25,35",Appartement,25,1,4
439,22.0,CHE,DU GALOUBET,"99,22",Appartement,100,4,4
440,7149.0,RUE,DES EAUX CHAUDES,28,Appartement,28,1,4
441,7321.0,,LE SEIGNUS BAS,"27,45",Appartement,25,1,4
442,9005.0,AV,DES SAVELS,"245,13",Maison,248,8,4
443,5525.0,RUE,GRANDE,"56,04",Appartement,40,2,4
444,13.0,MTE,SAINT CHARLES,"50,05",Appartement,54,2,4
445,44.0,,LE PONT,"20,5",Maison,20,1,4
446,36.0,RUE,DE L HUBAC,"25,4",Maison,110,4,4
447,16.0,LOT,LES LOUVES,"130,2",Appartement,114,5,4
448,5041.0,,LES PLAINES,"17,14",Appartement,17,1,4
449,,RES,LE MONOIKOS,"56,19",Appartement,58,3,4
450,4.0,LOT,LES BALCONS DU SOLEIL,"50,04",Maison,49,2,4
451,,RES,LE MONOIKOS,"37,71",Appartement,39,1,4
452,5029.0,RUE,DE LA GRANDE FONTAINE,"119,4",Appartement,116,5,4
453,9018.0,AV,JEAN JAURES,"67,58",Appartement,68,4,4
454,6374.0,,RAVEL,"46,78",Appartement,46,2,5
455,5403.0,,PEYRE CHOUSSOUS,"19,15",Appartement,22,1,5
456,5141.0,,BARBA,"23,69",Appartement,22,1,5
457,5360.0,ESP,DESPIERRE,"17,34",Appartement,17,1,5
458,2.0,PROM,DE L ARCHEVECHE,"56,2",Appartement,65,4,5
459,5132.0,,PIED DE CHANCHORE,"59,6",Appartement,63,4,5
460,5258.0,ALL,MARTIAL LUCIEN,"44,71",Appartement,43,2,5
461,9218.0,,SERRE PAIX,"62,38",Appartement,70,3,5
462,5318.0,,MERLETTE,"49,61",Appartement,52,3,5
463,5246.0,ALL,AICARDI HUBERT,"55,76",Appartement,35,1,5
464,5498.0,IMP,TETE D'AMONT,"80,48",Maison,47,4,5
465,5721.0,AV,CHARLES DE GAULLE,"26,52",Appartement,26,1,5
466,6374.0,,RAVEL,"29,33",Appartement,29,1,5
467,38.0,RUE,FRANCOIS CHABAS,"45,08",Appartement,38,2,5
468,9.0,AV,MAURICE PETSCHE,"72,72",Appartement,82,6,5
469,25.0,RUE,PASTEUR,"35,18",Appartement,35,2,5
470,6.0,RUE,DES REMPARTS,"25,61",Appartement,29,2,5
471,5255.0,,LA JOUE DU LOUP,32,Appartement,32,2,5
472,5001.0,,LA CHAPELLE,"69,45",Appartement,65,3,5
473,11.0,RUE,PASTEUR,"78,84",Appartement,78,4,5
474,5183.0,,L ADROIT D'ABRIES,"37,09",Appartement,40,2,5
475,36.0,AV,CDT DUMONT,"65,39",Appartement,85,3,5
476,5449.0,RES,LES AGNEAUX,"47,48",Appartement,61,2,5
477,6.0,AV,DES MARTYRS,"26,1",Appartement,25,1,5
478,21.0,GR,GRANDE RUE,"40,92",Appartement,40,1,5
479,9000.0,RUE,COTE GELEE,26,Appartement,24,1,5
480,7.0,AV,ADRIEN DAURELLE,67,Appartement,66,4,5
481,5359.0,,MERLETTE,"56,5",Appartement,63,3,5
482,5243.0,,LE LACAS,"38,5",Appartement,39,2,5
483,9.0,RUE,VARANFRAIN,"42,7",Appartement,40,2,5
484,5287.0,,LES CHALPS,"16,7",Appartement,17,1,5
485,8.0,AV,GEN DE GAULLE,"0,4",Appartement,26,1,5
486,6459.0,,LES BERNARDS,"59,66",Maison,69,3,5
487,5290.0,,CLOT DES LEOTHAUDS,"21,2",Appartement,21,1,5
488,4.0,CRS,VICTOR HUGO,"43,36",Appartement,45,2,5
489,17.0,RUE,ST JULIEN,"56,81",Appartement,56,3,5
490,16.0,PL,BARTHELON,"43,33",Appartement,43,3,5
491,2.0,RUE,JEAN EYMAR,"32,8",Appartement,32,2,5
492,5316.0,,ENTRE LA VIA,"15,42",Appartement,14,1,5
493,5732.0,,LES ILES,"24,64",Appartement,24,1,5
494,5162.0,RES,LES ISSARTS,"28,5",Appartement,30,2,5
495,2.0,RUE,PASTEUR,"66,45",Appartement,66,2,5
496,44.0,RTE,DE GRAFFINEL,"59,9",Appartement,61,3,5
497,5359.0,,MERLETTE,"54,99",Appartement,63,3,5
498,5381.0,,MERLETTE,"18,04",Appartement,16,1,5
499,5809.0,,LE ROCHAS,"28,56",Appartement,28,1,5
500,5141.0,,LE BOIS D AUROUZE,"23,66",Appartement,25,1,5
501,44.0,RUE,DE LA TOUR,"121,56",Appartement,122,5,5
502,5398.0,,SUPER DEVOLUY,"30,72",Appartement,30,2,5
503,5316.0,,MERLETTE,"32,97",Appartement,33,2,5
504,30.0,RUE,DE VALSERRES,"28,61",Appartement,30,1,5
505,5095.0,,LA GRANDE SAGNE,"30,74",Appartement,29,2,5
506,33.0,RUE,JEAN JAURES,"30,59",Appartement,31,1,5
507,5216.0,,FONTAINEBLEAU,"33,5",Appartement,37,2,5
508,5398.0,,SUPER DEVOLUY,"30,52",Appartement,30,2,5
509,5041.0,PL,GEN ALBERT,"51,85",Appartement,50,2,5
510,5336.0,,MERLETTE,"63,2",Appartement,69,2,5
511,5293.0,,LA TARTARASSE,"23,08",Appartement,24,3,5
512,5830.0,,BOIS DE LA BLACHE,"86,49",Maison,70,3,5
513,5000.0,,LA JOUE DU LOUP,"36,44",Appartement,36,2,5
514,5277.0,,PRE LALLEGRE,"28,96",Appartement,30,2,5
515,5141.0,,LE BOIS D AUROUZE,"26,42",Appartement,25,1,5
516,9001.0,RUE,DES MARRONNIERS,"49,06",Appartement,49,2,5
517,9007.0,RUE,DES EYGUIERES,"100,11",Maison,100,5,5
518,9006.0,IMP,PRE LAGRANGE,"89,03",Maison,82,4,5
519,5496.0,,LES EYSSARDS DE PELVOUX,"43,44",Appartement,44,2,5
520,5212.0,,SAINT FERREOL,"119,95",Appartement,126,4,5
521,5100.0,,LE CHEF LIEU,"25,1",Appartement,62,4,5
522,51.0,LOT,LES JARDINS DU MORGON,"49,55",Appartement,57,3,5
523,5141.0,,LE BOIS D AUROUZE,"26,62",Appartement,25,1,5
524,5220.0,,LA JOUE DU LOUP,"28,79",Appartement,28,2,5
525,5324.0,,LES ESCOUNDUS,"18,63",Appartement,18,1,5
526,5139.0,,CANARD,14,Appartement,53,4,5
527,5141.0,,LE BOIS D AUROUZE,"16,99",Appartement,17,1,5
528,9190.0,ALL,ALBERT BOURGES,"68,23",Appartement,66,3,5
529,5076.0,,LES UBACS,"21,48",Appartement,22,2,5
530,5271.0,,CLOT PEOUILLOUX,"16,9",Appartement,17,1,5
531,5162.0,,LE CHATEAU,"101,99",Appartement,100,4,5
532,5979.0,RUE,DE LA LIBERTE,"54,25",Appartement,61,3,5
533,5170.0,,PRE LONGIS,"26,78",Appartement,27,1,5
534,5165.0,,PRE DES LAGIERS,"27,06",Appartement,27,1,5
535,25.0,RUE,PASTEUR,"34,97",Appartement,35,2,5
536,5240.0,,LES CHALPS,"18,45",Appartement,19,1,5
537,5644.0,,PELINCHE,"39,3",Appartement,39,3,5
538,6051.0,,SERRE SERRET,"35,51",Appartement,35,2,5
539,1.0,CRS,EMILE ZOLA,"52,24",Appartement,45,2,5
540,5338.0,COR,DU CLOT CHENU,"14,33",Appartement,16,1,5
541,5337.0,,LES QUEYRETS ET PEYRON,"49,21",Appartement,51,2,5
542,63.0,RUE,DE LA GUISANE,"39,2",Appartement,40,3,5
543,5244.0,,PRE LONGIS,"30,34",Appartement,31,1,5
544,5725.0,,LES ILES,"28,32",Appartement,28,1,5
545,8.0,RUE,ROSSINI,"99,04",Appartement,98,4,6
546,27.0,RUE,LAMARTINE,"30,2",Appartement,95,3,6
547,20.0,RUE,MARCEAU,"80,25",Appartement,82,3,6
548,98.0,BD,PAPE JEAN 23,"72,25",Appartement,72,4,6
549,,RUE,LAMARTINE,"19,23",Appartement,19,1,6
550,31.0,RUE,HEROLD,"56,45",Appartement,58,2,6
551,34.0,RUE,DE LA BUFFA,"18,02",Appartement,18,1,6
552,17.0,RUE,GOUNOD,"32,83",Appartement,33,2,6
553,10.0,AV,CYRILLE BESSET,"48,23",Appartement,46,2,6
554,23.0,RUE,ASSALIT,"34,04",Appartement,33,1,6
555,43.0,BD,STALINGRAD,"36,26",Appartement,36,2,6
556,29.0,AV,VILLERMONT,69,Appartement,36,3,6
557,140.0,QUAI,DE LA BANQUIERE,"45,5",Appartement,41,2,6
558,52.0,RUE,MAL VAUBAN,"13,69",Appartement,15,1,6
559,4.0,AV,VALROSE,"68,75",Appartement,68,3,6
560,54.0,AV,DE LA REPUBLIQUE,"34,31",Appartement,33,2,6
561,34.0,BD,STALINGRAD,"68,35",Appartement,70,3,6
562,18.0,RUE,FONCET,"114,78",Appartement,111,4,6
563,65.0,AV,GEORGE  5,"30,76",Appartement,22,1,6
564,2.0,RUE,SPITALIERI,"78,45",Appartement,80,4,6
565,9.0,RUE,DU MARECHAL JOFFRE,"64,25",Appartement,62,2,6
566,4.0,RUE,MARALDI,"118,14",Appartement,113,5,6
567,4.0,BD,CIMIEZ,"133,44",Appartement,144,4,6
568,9013.0,,COL DE VILLEFRANCHE,96,Appartement,130,4,6
569,5.0,RUE,CHANOINE ALBIN,"28,32",Appartement,28,1,6
570,57.0,BD,DU MONT BORON,"93,6",Appartement,95,3,6
571,84.0,RUE,DU MARECHAL JOFFRE,"79,48",Appartement,76,2,6
572,40.0,BD,STALINGRAD,"19,88",Appartement,20,1,6
573,26.0,BD,AUGUSTE RAYNAUD,"43,48",Appartement,42,1,6
574,4.0,RUE,BARLA,"90,1",Appartement,91,3,6
575,3.0,MTE,DESAMBROIS,"19,11",Appartement,20,1,6
576,12.0,RUE,CASSINI,"24,92",Appartement,33,2,6
577,25.0,RUE,BENOIT BUNICO,"16,54",Appartement,16,1,6
578,3.0,RUE,DE L OPERA,"172,21",Appartement,158,5,6
579,6.0,RUE,BENOIT BUNICO,"36,11",Appartement,34,1,6
580,33.0,RUE,ARSON,"46,34",Appartement,46,3,6
581,9.0,RUE,VERDI,"17,05",Appartement,17,1,6
582,20.0,RUE,CRONSTADT,"131,09",Appartement,127,4,6
583,152.0,BD,DE CESSOLE,"53,84",Appartement,55,3,6
584,3.0,RUE,MASCOINAT,"31,2",Appartement,40,2,6
585,8.0,AV,LEON DELOYE,"106,78",Maison,83,3,6
586,21.0,RUE,VERNIER,"86,82",Appartement,87,3,6
587,1.0,RUE,JOSEPH GAZAN,"23,13",Appartement,22,1,6
588,31.0,RUE,GIOFFREDO,"78,01",Appartement,75,3,6
589,46.0,RUE,AUGUSTE GAL,"38,29",Appartement,34,2,6
590,29.0,AV,PAULIANI,"45,51",Appartement,45,4,6
591,5.0,BD,GENERAL LOUIS DELFINO,"33,27",Appartement,36,2,6
592,12.0,MTE,CLAIRE VIRENQUE,"81,04",Appartement,86,4,6
593,14.0,RUE,MASSINGY,"26,51",Appartement,36,1,6
594,12.0,RUE,EMMANUEL PHILIBERT,"73,71",Appartement,71,5,6
595,10.0,RUE,VERDI,"22,24",Appartement,23,1,6
596,9.0,RUE,GUBERNATIS,"44,01",Appartement,44,2,6
597,10.0,CHE,DE L ARBRE,"25,75",Appartement,25,2,6
598,48.0,COR,FRERE MARC,"66,41",Appartement,66,4,6
599,35.0,BD,JOSEPH GARNIER,"68,39",Appartement,75,3,6
600,40.0,BD,VICTOR HUGO,154,Appartement,130,5,6
601,31.0,RUE,DE LEPANTE,"81,26",Appartement,81,3,6
602,21.0,RUE,DABRAY,"54,03",Appartement,55,2,6
603,16.0,AV,DU CHATEAU,"34,81",Appartement,36,2,6
604,7.0,RUE,ANTOINE SCOFFIER,"48,02",Appartement,52,2,6
605,99.0,AV,HESPERIDES,"27,57",Appartement,30,2,6
606,1.0,RLE,DES MOULINS,"44,15",Appartement,42,3,6
607,3.0,RUE,BARBERIS,"82,1",Appartement,95,3,6
608,20.0,RUE,ALBERT VOISIN,"34,65",Appartement,35,2,6
609,14.0,RUE,TRACHEL,"37,1",Appartement,34,2,6
610,39.0,RUE,GIOFFREDO,"53,08",Appartement,52,2,6
611,12.0,RUE,MIRON,"13,55",Appartement,14,1,6
612,12.0,RUE,ABBAYE,"60,77",Appartement,59,4,6
613,39.0,BD,JOSEPH GARNIER,"22,2",Appartement,30,1,6
614,6.0,RUE,SAINTE REPARATE,"95,59",Appartement,78,3,6
615,45.0,RUE,SMOLETT,"26,41",Appartement,25,2,6
616,1.0,BD,DE RIQUIER,"60,32",Appartement,56,2,6
617,98.0,AV,VALROSE,"42,14",Appartement,46,2,6
618,20.0,AV,VILLEBOIS MAREUIL,"88,1",Appartement,86,3,6
619,45.0,RUE,ROSSINI,"69,7",Appartement,61,3,6
620,19.0,BD,FRANCK PILATTE,"104,48",Appartement,100,4,6
621,116.0,BD,DE CESSOLE,"44,49",Appartement,25,1,6
622,14.0,RUE,CASSINI,"26,55",Appartement,26,1,6
623,23.0,CHE,FUON DAOU MAGISTRE,"76,2",Appartement,76,4,6
624,16.0,AV,RAYMOND COMBOUL,"26,67",Appartement,26,1,6
625,7.0,RUE,SAINT VINCENT,"38,1",Appartement,46,2,6
626,24.0,AV,AUGUSTE BERCY,"265,26",Appartement,253,5,6
627,14.0,AV,BORRIGLIONE,"80,6",Appartement,35,3,6
628,5.0,RUE,GUSTAVE DELOYE,"22,08",Appartement,21,1,6
629,11.0,BD,FRANCK PILATTE,"44,36",Appartement,43,2,6
630,39.0,RUE,BONAPARTE,"56,1",Appartement,57,4,6
631,53.0,BD,DU 8 MAI 1945,"55,11",Appartement,55,3,6
632,24.0,RUE,DELILLE,"49,73",Appartement,52,2,6
633,27.0,RUE,LAMARTINE,"20,77",Appartement,126,5,6
634,7.0,BD,DU ROSTIT,"64,63",Maison,63,3,6
635,29.0,BD,FRANCOIS SUAREZ,"72,8",Appartement,68,3,6
636,18.0,BD,DE RIQUIER,"42,24",Appartement,41,2,6
637,43.0,AV,JEAN MEDECIN,"44,77",Appartement,46,2,6
638,44.0,BD,GAMBETTA,91,Appartement,90,3,6
639,32.0,RUE,VERDI,"42,9",Appartement,43,1,6
640,7.0,RUE,DU SOLEIL,"51,15",Appartement,51,2,6
641,19.0,AV,D ANVERS,"78,87",Appartement,85,3,6
642,33.0,AV,STEPHEN LIEGEARD,"15,24",Appartement,19,1,6
643,25.0,AV,DESAMBROIS,"220,02",Appartement,209,7,6
644,8.0,CHE,DES CRETES,"271,58",Appartement,25,1,6
645,10.0,BD,DUBOUCHAGE,"22,75",Appartement,25,1,6
646,17.0,RUE,PENCHIENATTI,"35,87",Appartement,36,2,6
647,5.0,RUE,DES BOERS,"131,19",Appartement,100,4,6
648,132.0,AV,DE BRANCOLAR,"110,6",Appartement,118,4,6
649,37.0,AV,G CLEMENCEAU,"50,32",Appartement,53,2,6
650,190.0,RTE,DE TURIN,"33,33",Appartement,33,2,6
651,14.0,RUE,DES PONCHETTES,"63,6",Maison,72,4,6
652,23.0,AV,GIACOBI,"19,39",Appartement,19,1,6
653,2.0,RUE,PARMENTIER,"9,82",Appartement,10,1,6
654,63.0,RUE,ROSSINI,"51,5",Appartement,50,2,6
655,16.0,PL,GARIBALDI,"185,05",Appartement,90,3,6
656,8.0,AV,SAINT JEAN BAPTISTE,"60,13",Appartement,49,2,6
657,10.0,RUE,LAURENT GIAUME,45,Appartement,45,2,6
658,32.0,RUE,L HOTEL POSTES,"55,86",Appartement,63,2,6
659,39.0,RUE,DU MARECHAL JOFFRE,"90,53",Appartement,86,4,6
660,15.0,RUE,ASSALIT,"80,27",Appartement,82,4,6
661,8.0,RUE,SORGENTINO,"34,93",Appartement,36,2,6
662,11.0,PL,PASTEUR,"44,12",Appartement,45,2,6
663,15.0,RUE,DE LA PREFECTURE,"6,67",Appartement,15,1,6
664,15.0,RUE,DE LA PREFECTURE,"15,9",Appartement,15,1,6
665,3.0,RUE,DU CONGRES,"26,2",Appartement,26,1,6
666,41.0,RUE,CLEMENT ROASSAL,"34,39",Appartement,34,1,6
667,2.0,RUE,DE LA POISSONNERIE,"115,22",Appartement,120,4,6
668,5.0,AV,MIRABEAU,"37,98",Appartement,40,1,6
669,22.0,BD,DUBOUCHAGE,"80,71",Appartement,84,4,6
670,2.0,RUE,EMMA ET PHILIPPE TIRANTY,"109,5",Appartement,113,5,6
671,50.0,RUE,ARSON,"77,62",Appartement,39,2,6
672,13.0,RUE,MARALDI,"41,24",Appartement,30,2,6
673,240.0,CHE,DU FALICONET,"62,5",Appartement,82,4,6
674,15.0,RUE,RIBOTTI,"50,04",Appartement,60,3,6
675,17.0,RUE,DE RUSSIE,"89,66",Appartement,88,4,6
676,20.0,RUE,ALBERT VOISIN,"32,6",Appartement,31,2,6
677,20.0,BD,ARMEE DES ALPES,"66,35",Appartement,66,3,6
678,45.0,BD,STALINGRAD,"91,17",Appartement,100,5,6
679,25.0,RUE,DE ROQUEBILLIERE,"56,89",Appartement,56,3,6
680,38.0,RUE,VERDI,"89,5",Appartement,86,3,6
681,6.0,AV,RENE BOYLESVE,"44,11",Appartement,44,3,6
682,9.0,RUE,EMMANUEL PHILIBERT,"33,04",Appartement,60,3,6
683,42.0,RUE,BONAPARTE,"26,05",Appartement,25,1,6
684,9.0,AV,MARECHAL LYAUTEY,"18,69",Appartement,21,1,6
685,25.0,RUE,TRACHEL,"34,33",Appartement,33,1,6
686,3.0,AV,URBAIN BOSIO,"36,55",Appartement,36,2,6
687,1.0,RUE,DE ORESTIS,"38,58",Appartement,38,2,6
688,54.0,RUE,AUGUSTE GAL PROLONGEE,"40,75",Appartement,41,2,6
689,30.0,BD,GORBELLA,"53,19",Appartement,57,3,6
690,1.0,RUE,MACCARANI,"61,35",Appartement,65,3,6
691,19.0,BD,FRANCOIS SUAREZ,"74,62",Appartement,66,3,6
692,49.0,BD,GENERAL LOUIS DELFINO,"56,19",Appartement,60,2,6
693,8.0,RUE,GUIGLIA,"98,18",Appartement,85,3,6
694,2.0,RUE,FONTAINE DE LA VILLE,"38,82",Appartement,35,3,6
695,15.0,RUE,DE BELGIQUE,"14,35",Appartement,14,1,6
696,30.0,BD,GENERAL LOUIS DELFINO,"41,36",Appartement,39,2,6
697,18.0,RUE,BERLIOZ,"150,36",Appartement,153,5,6
698,28.0,RUE,GEORGES VILLE,"18,18",Appartement,17,1,6
699,22.0,BD,DUBOUCHAGE,"18,81",Appartement,20,1,6
700,167.0,AV,MARECHAL LYAUTEY,"32,24",Appartement,32,1,6
701,1.0,RUE,VICTOR JUGE,"164,4",Appartement,30,1,6
702,10.0,RUE,BERLIOZ,"89,27",Appartement,91,4,6
703,109.0,QUAI,DE LA BANQUIERE,"86,05",Appartement,85,4,6
704,36.0,RTE,DE TURIN,"64,2",Appartement,64,3,6
705,29.0,BD,FRANCOIS SUAREZ,"69,59",Appartement,68,3,6
706,18.0,AV,GRAVIER,"52,32",Appartement,57,4,6
707,30.0,RUE,GUIGLIA,"75,25",Appartement,73,2,6
708,12.0,PL,GUYNEMER,"57,1",Appartement,44,3,6
709,6.0,RUE,LAMARTINE,"35,02",Appartement,33,2,6
710,13.0,AV,CARAVADOSSI,"114,02",Appartement,127,5,6
711,4.0,RUE,RUSCA,"58,27",Appartement,55,3,6
712,1.0,PARC,LISERB,"142,86",Appartement,141,3,6
713,8.0,BD,DE RIQUIER,"34,02",Appartement,34,2,6
714,14.0,RUE,MARCEAU,"59,25",Appartement,53,2,6
715,3.0,RUE,FODERE,"26,75",Appartement,32,2,6
716,9002.0,ILOT,GUIGONIS ST FRANCOIS,"56,05",Appartement,46,2,6
717,11.0,RUE,TRACHEL,"51,15",Appartement,69,2,6
718,9.0,RUE,DIDEROT,"27,03",Appartement,34,1,6
719,3.0,RUE,FODERE,"22,24",Appartement,32,2,6
720,71.0,BD,CIMIEZ,"140,7",Appartement,150,4,6
721,7.0,CHE,DES CRETES,"35,5",Appartement,40,1,6
722,21.0,BD,FRANCK PILATTE,"68,6",Appartement,61,3,6
723,19.0,BD,RAIMBALDI,"73,07",Appartement,85,3,6
724,54.0,BD,GENERAL LOUIS DELFINO,"53,37",Appartement,55,2,6
725,3.0,RUE,JULES GILLY,"83,52",Appartement,68,4,6
726,5221.0,,IBAC SUPERIEUR,109,Maison,87,4,6
727,22.0,RUE,L HOTEL POSTES,"125,28",Appartement,120,5,6
728,7.0,RUE,VILLENEUVE,"53,72",Appartement,57,2,6
729,2.0,RUE,BARRALIS,"41,51",Appartement,47,2,6
730,11.0,HLM,RUE CH BAUDELAIRE,"60,34",Appartement,59,3,6
731,10.0,AV,MARECHAL FOCH,"25,49",Appartement,26,1,6
732,1.0,RUE,GASTON ARNULF,"74,41",Appartement,70,3,6
733,21.0,RUE,EMMANUEL PHILIBERT,"17,55",Appartement,17,1,6
734,21.0,AV,DE LA REPUBLIQUE,"36,22",Appartement,35,3,6
735,6.0,RUE,FRANCOIS CARLO,"28,89",Appartement,30,1,6
736,54.0,RUE,DE FRANCE,"56,32",Appartement,60,3,6
737,78.0,BD,GENERAL LOUIS DELFINO,"33,53",Appartement,34,2,6
738,10.0,AV,DURANTE,27,Appartement,200,7,6
739,1.0,AV,CHATEAUBRIAND,"73,43",Appartement,74,3,6
740,6.0,RUE,ABBE SALVETTI,"16,8",Appartement,16,1,6
741,39.0,RUE,GIOFFREDO,"39,79",Appartement,33,1,6
742,15.0,BD,STALINGRAD,69,Appartement,70,3,6
743,3.0,RUE,COLONNA D ISTRIA,"41,01",Appartement,41,3,6
744,136.0,BD,GAMBETTA,"54,49",Appartement,60,3,6
745,7.0,RUE,BERLIOZ,"41,27",Appartement,42,2,6
746,7.0,AV,ANTONIA AUGUSTA,"23,04",Appartement,23,1,6
747,3.0,RUE,MARTIN SEYTOUR,"27,08",Appartement,29,1,6
748,99.0,AV,HESPERIDES,"43,08",Appartement,30,2,6
749,16.0,AV,NOTRE DAME,"55,32",Appartement,55,3,6
750,4.0,QUAI,PAPACINO,"38,78",Appartement,39,2,6
751,37.0,RUE,PASTORELLI,"47,35",Appartement,40,2,6
752,99.0,AV,HESPERIDES,"26,08",Appartement,33,2,6
753,32.0,BD,DUBOUCHAGE,"65,28",Appartement,70,2,6
754,93.0,AV,DE RIMIEZ,"288,59",Maison,277,6,6
755,9.0,VOIE,ROMAINE,"21,83",Appartement,20,1,6
756,22.0,BD,DUBOUCHAGE,"50,01",Appartement,51,2,6
757,10.0,AV,CAGNOLI,"35,53",Appartement,36,1,6
758,4.0,AV,MARECHAL FOCH,"117,5",Appartement,123,4,6
759,10.0,RUE,DU CONGRES,"36,4",Appartement,124,5,6
760,24.0,IMP,LAURENTI,26,Appartement,20,1,6
761,21.0,AV,RENE BOYLESVE,"42,26",Appartement,32,2,6
762,1.0,AV,SAINTE CLAIRE,"85,71",Appartement,84,2,6
763,74.0,AV,DE BRANCOLAR,"38,03",Appartement,40,1,6
764,5.0,CHE,DE L ARBRE,"91,41",Appartement,91,5,6
765,39.0,PROM,DES ANGLAIS,"84,01",Appartement,83,3,6
766,55.0,RUE,DE LA BUFFA,"23,74",Appartement,24,1,6
767,46.0,RUE,GIOFFREDO,"18,74",Appartement,18,1,6
768,19.0,RUE,CHABRIER,"32,47",Appartement,16,1,6
769,2.0,RUE,DES BARBETS,"67,18",Appartement,67,3,6
770,6.0,IMP,FERNAND LEGER,"99,84",Maison,102,5,6
771,3.0,AV,GALLIN,"16,13",Appartement,25,1,6
772,65.0,BD,DE LA MADELEINE,"31,43",Appartement,45,2,6
773,127.0,PROM,DES ANGLAIS,"52,8",Appartement,42,1,6
774,4.0,AV,CYRNOS,"47,5",Appartement,62,3,6
775,179.0,AV,CORNICHE FLEURIE,"96,39",Maison,96,5,6
776,27.0,RUE,CROS DE CAPEU,"107,24",Appartement,107,4,6
777,8.0,AV,GLORIA,"55,44",Appartement,54,2,6
778,116.0,AV,CYRILLE BESSET,"91,23",Appartement,90,4,6
779,266.0,AV,SAINTE MARGUERITE,"41,01",Appartement,40,2,6
780,29.0,AV,DES BAUMETTES,"99,18",Appartement,109,4,6
781,12.0,RUE,LOUIS BLERIOT,"67,08",Appartement,67,3,6
782,30.0,RUE,CHATEAUNEUF,"46,81",Appartement,47,2,6
783,5.0,RUE,CAFFARELLI,"29,41",Appartement,30,1,6
784,77.0,AV,SAINT AUGUSTIN,"20,6",Appartement,20,1,6
785,137.0,AV,DE LA LANTERNE,"72,3",Appartement,92,4,6
786,65.0,BD,GAMBETTA,"29,02",Appartement,29,1,6
787,222.0,AV,DE PESSICART,"64,61",Appartement,71,3,6
788,175.0,BD,DE LA MADELEINE,"61,8",Appartement,62,3,6
